,kepid,teff,mass,radius,kepmag,dist,nkoi,ra,dec,st_quarters,jmag,hmag,kmag,rrmscdpp06p0,Crowdingseason0,isMdwarf,isGiant,cosi,noise_level,Nplanets,planetRadius,planetPeriod,starID,T0,ars,ecc,omega,rprs,impact,duration,duration_correction,transit_depth,transit_depth_diluted,has_transits
439,10028915,5543.3962753999995,1.03,0.865762430237,14.443,665.044,0,297.9525799999999,46.982861,11111101110111011,13.239,12.85,12.787,153.63299999999995,0.9490000000000001,False,False,0.004027596993500637,239.6573170920886,4,1.0300185305096106,184.37330884304703,167,108.56513545477931,159.07989298643346,0.2049371130610574,0.2932805829104841,0.010891925218138766,0.6517599719114797,0.285079381095861,2.6157035662132406,118.6340349575272,112.58369917469332,True
441,10028915,5543.3962753999995,1.03,0.865762430237,14.443,665.044,0,297.9525799999999,46.982861,11111101110111011,13.239,12.85,12.787,153.63299999999995,0.9490000000000001,False,False,0.004027596993500637,239.6573170920886,4,2.3640800087993386,72.59580804273853,167,7.799681707055813,85.45896315777281,0.05361172784842441,-2.677607252955908,0.02499895089537807,0.33494703424620653,0.2619501118982119,2.5073497333952206,624.947545869524,593.0752210301783,True
442,10028915,5543.3962753999995,1.03,0.865762430237,14.443,665.044,0,297.9525799999999,46.982861,11111101110111011,13.239,12.85,12.787,153.63299999999995,0.9490000000000001,False,False,0.004027596993500637,239.6573170920886,4,2.467424418404096,317.3910487235868,167,166.6541526014718,228.49658122281963,0.018975356891317186,0.17708673273239572,0.026091765779563514,0.9230370845605541,0.19816321201978476,2.1808065224762223,680.7802414956016,646.0604491793259,True
595,10034864,4382.97197951,0.631,0.600927663677,13.099,143.285,0,299.74994,46.999598999999996,11111101110111011,11.277000000000001,10.667,10.547,85.775,0.982,False,False,0.01001673505722811,122.85627685791809,1,1.6371312113940564,63.379360022198995,229,8.164459015480782,95.51884740543102,0.05331161026618621,-0.7582671250321131,0.0249413317879282,0.9189913925347739,0.09585688184930816,1.5167614065446797,622.0700313555176,610.8727707911182,True
1102,10053930,4603.62501012,0.638,0.673198602615,15.607999999999999,564.261,0,281.25967,47.078651,11111111111111111,13.915999999999999,13.331,13.225,197.81799999999998,0.929,False,False,0.004279945856719314,474.19681728499063,3,1.373161546989651,270.3543708506659,421,233.9158024640168,225.08965473140256,0.003124416762771108,0.31968229788459057,0.018673975129861842,0.964308060189477,0.12553211900113764,1.7357335210300293,348.71734715069863,323.95841550299906,True
1103,10053930,4603.62501012,0.638,0.673198602615,15.607999999999999,564.261,0,281.25967,47.078651,11111111111111111,13.915999999999999,13.331,13.225,197.81799999999998,0.929,False,False,0.004279945856719314,474.19681728499063,3,1.545337476365018,87.38965005624152,421,85.30145436943813,106.01645342822258,0.1570264456871333,-1.954873405193953,0.021015439635742508,0.37649758281698775,0.24902448088126736,2.444706023461802,441.6487030835372,410.2916451646061,True
1319,10090092,5669.94167229,0.945,0.981199933102,15.06,970.375,0,297.17278999999996,47.022709000000006,11111101110111011,13.828,13.439,13.309000000000001,120.917,0.946,False,False,0.002393399740287405,338.66155285772055,1,0.9830671933630288,766.2763358164915,517,129.01372169836685,352.5707557427706,0.19078140847920647,-0.22237344536520487,0.009172422308250341,0.7776234790074567,0.44498934778306304,3.267987813134179,84.13333100088853,79.59013112684055,True
1627,10003228,5554.72840819,0.976,0.9266942298799999,15.194,1026.362,0,288.09467,46.924622,11111111111111111,13.968,13.673,13.56,123.57700000000001,0.95,False,False,0.0034247867669487952,364.10881189754696,3,2.4150686897216214,83.27565487081161,643,75.79580063718397,85.93335527317086,0.12489214995049776,1.3314108337985635,0.023858952760787686,0.3254209009059297,0.29945609953587354,2.6808480726928496,569.2496268414983,540.7871454994233,True
1628,10003228,5554.72840819,0.976,0.9266942298799999,15.194,1026.362,0,288.09467,46.924622,11111111111111111,13.968,13.673,13.56,123.57700000000001,0.95,False,False,0.0034247867669487952,364.10881189754696,3,1.582100308008605,288.4882428646338,643,55.81494719679921,196.74414208634255,0.017612702848339157,-1.3132193635582656,0.015629889399111037,0.6621216667985494,0.3594542944489533,2.937159012851514,244.2934426284436,232.0787704970214,True
1629,10003228,5554.72840819,0.976,0.9266942298799999,15.194,1026.362,0,288.09467,46.924622,11111111111111111,13.968,13.673,13.56,123.57700000000001,0.95,False,False,0.0034247867669487952,364.10881189754696,3,0.6492747134565253,374.61430306880885,643,19.915155389556418,234.17433816046494,0.06783702953054224,-1.595751596091717,0.006414316405600375,0.743918327630058,0.3451596073338329,2.8781644456166835,41.14345495115412,39.08628220359641,True
1693,10055390,5764.55898719,0.936,1.30289635313,14.8,1266.702,0,282.20432,47.080711,11111111111111111,13.648,13.319,13.23,112.15700000000001,0.946,False,False,0.010445364476934116,289.1549156663297,3,1.3657628120540246,116.07408371366469,665,110.17801291766203,75.2099283389861,0.012927345062176852,-0.06984158938658958,0.009596740764771348,0.7847551171932279,0.31205506331796706,2.7366624782079376,92.09743330622416,87.12417190768805,True
1695,10055390,5764.55898719,0.936,1.30289635313,14.8,1266.702,0,282.20432,47.080711,11111111111111111,13.648,13.319,13.23,112.15700000000001,0.946,False,False,0.010445364476934116,289.1549156663297,3,0.8320262249001067,51.3491044622217,665,35.026704345376544,43.66568204170772,0.019116282892737292,2.583413868797342,0.005846359206287877,0.4605552465961304,0.33476302459115603,2.8344863009349237,34.17991596894702,32.33420050662388,True
1998,10073861,5740.29548192,0.867,0.996321806549,15.637,1439.0539999999999,0,291.30219,47.099940999999994,11111111111111111,14.415999999999999,14.056,14.007,206.88299999999998,0.91,False,False,0.016128351439041455,481.4516425204741,2,0.8497709935656674,54.77753049578204,794,43.74011394109855,58.11362240949637,0.005611298433770934,0.27811352344456264,0.007808374156780111,0.9386913245440115,0.11006614913207338,1.6252961512197588,60.970706972271515,55.48334334476708,True
2023,10087368,5469.71536075,0.928,0.9714842515469999,15.525,1141.5539999999999,0,296.34398999999996,47.095139,11111101110111011,14.18,13.825,13.707,153.74,0.9440000000000001,False,False,0.007716976453930768,446.92593762656253,4,2.322657406485306,51.55841834801228,805,50.033931561208064,58.55305183092947,0.05498777349469325,0.5697295114845913,0.021888083643674214,0.46388851181272467,0.2552256418926187,2.4749576572989787,479.0882055924787,452.2592660792999,True
2025,10087368,5469.71536075,0.928,0.9714842515469999,15.525,1141.5539999999999,0,296.34398999999996,47.095139,11111101110111011,14.18,13.825,13.707,153.74,0.9440000000000001,False,False,0.007716976453930768,446.92593762656253,4,1.695941921325513,159.31037784629555,805,108.88953540608546,124.21647197690058,0.1722280706063514,-1.8440476343223815,0.015982089534658725,0.7711734169861507,0.2700377996319305,2.5457625952092098,255.4271858938479,241.12326348379244,True
2278,10074354,5628.01350843,0.838,0.9619423944600001,15.629000000000001,1310.85,0,291.49051000000014,47.015011,11111111111111111,14.415,14.065999999999999,13.989,196.703,0.9309999999999999,False,False,0.005854636958450232,479.4503114210307,4,2.0418323278260337,68.27907657023822,917,50.26078002736066,68.92767316348494,0.0589887734481389,0.10006309190039309,0.01943253054330858,0.4045202921578298,0.2950660898888447,2.6611249796528296,377.6232433166208,351.56723952777395,True
2280,10074354,5628.01350843,0.838,0.9619423944600001,15.629000000000001,1310.85,0,291.49051000000014,47.015011,11111111111111111,14.415,14.065999999999999,13.989,196.703,0.9309999999999999,False,False,0.005854636958450232,479.4503114210307,4,1.4010679741494965,67.69613913949573,917,60.75237596708912,68.53479621631476,0.05508483964783307,0.11742298144770835,0.013334246808551496,0.40261822523687046,0.29239346874497935,2.649045724384444,177.80213795136575,165.5337904327215,True
2285,10074358,5415.49558001,0.8420000000000001,0.90226549099,13.357000000000001,414.339,0,291.49338,47.079390999999994,11111111111111111,12.084000000000001,11.75,11.677999999999999,50.105,0.981,False,False,0.015250838470876715,138.42576030334303,5,2.357231775987437,49.671546449066845,918,37.08335955643157,59.53573531983097,0.009249435192341117,-3.0453497524810103,0.023918078575172027,0.9070851831754526,0.1261563978935225,1.740044122844171,572.0744827281031,561.2050675562691,True
2484,10257337,5499.73495226,0.918,1.1796056661,15.595999999999998,1481.4979999999998,0,283.76563,47.353588,11111111111111111,14.243,13.880999999999998,13.815,169.516,0.8959999999999999,False,False,0.0032504417499169547,470.8477769290696,3,2.4084833496530167,530.179893421887,999,322.50866656092114,227.2108835386406,0.048661624566170604,-1.576876560107312,0.018692403486814148,0.7008492387470254,0.5491109419364991,3.630242775142728,349.4059481138617,313.06772951002006,True
2485,10257337,5499.73495226,0.918,1.1796056661,15.595999999999998,1481.4979999999998,0,283.76563,47.353588,11111111111111111,14.243,13.880999999999998,13.815,169.516,0.8959999999999999,False,False,0.0032504417499169547,470.8477769290696,3,1.1497521379454234,141.21154905504773,999,107.01744605448259,94.0575740047307,0.06299188308991463,1.4542422624732145,0.008923304732581728,0.3236433019949507,0.4566829837812612,3.3106482160976074,79.62536735051546,71.34432914606185,True
2486,10257337,5499.73495226,0.918,1.1796056661,15.595999999999998,1481.4979999999998,0,283.76563,47.353588,11111111111111111,14.243,13.880999999999998,13.815,169.516,0.8959999999999999,False,False,0.0032504417499169547,470.8477769290696,3,2.103896483404165,220.85564341790206,999,143.8050553818276,126.73190473563055,0.07433834507198045,2.3103337654273997,0.016328484051154328,0.43228157826942687,0.5102445632881487,3.499409881525108,266.6193914088013,238.89097470228592,True
2688,10135473,4496.55514142,0.648,0.699268989194,14.901,410.39099999999996,0,289.66754,47.191872,11111111111111111,13.110999999999999,12.539000000000001,12.455,110.37899999999999,0.958,False,False,0.0017179893981681404,307.52366374235856,3,1.4839883987937161,126.83308319938416,1078,35.36944560329135,131.51400922003393,0.09789150268455117,3.117002103058306,0.019428737725972995,0.22431837949308692,0.3052777755291573,2.706781596786075,377.4758496246463,361.6218639404111,True
2689,10135473,4496.55514142,0.648,0.699268989194,14.901,410.39099999999996,0,289.66754,47.191872,11111111111111111,13.110999999999999,12.539000000000001,12.455,110.37899999999999,0.958,False,False,0.0017179893981681404,307.52366374235856,3,2.348555931120117,342.9311743929944,1078,187.222378154219,255.24365918161118,0.053509015341590416,0.6528150864377404,0.030747866531572424,0.4515029967480269,0.3962740931832017,3.0839225405961224,945.4312962433917,905.7231818011692,True
